uid	topic	url	derived_uid	lang_id	lang_manual	content_date
IC001JZQ1	T103	https://www.youtube.com/watch?v=CWZCcUjRpEw	IC001JZQ4	und	ukr	n/a
IC001JZUS	T101	https://www.youtube.com/watch?v=FAk1ayfXRK4	IC001JZUU	und	ukr	n/a
IC001JZUZ	T101	https://www.youtube.com/watch?v=d6sMauyUTV0	IC001JZV2	ukr	ukr	n/a
IC001JZVD	T101	https://www.youtube.com/watch?v=AZdTS6HQSDA	IC001JZVH	und	ukr	n/a
IC00120U0	T103	https://tsn.ua/ukrayina/lviv-yanin-stverdzhuye-scho-nibito-vbivav-berkutivciv-na-maydani-594440.html	HC000T6GG	ukr	ukr	2017-02-19
IC00120U9	T103	https://lb.ua/news/2014/04/04/261907_igor_mazur_bilogo_odnoznachno.html	HC000T6GE	ukr	ukr	2014-04-04
IC00120UC	T103	https://www.unian.ua/politics/1045627-parubiy-po-aktivistah-maydanu-i-spivrobitnikah-berkutu-pratsyuvav-rosiyskiy-spetsnaz.html	HC000T6GB	ukr	ukr	2017-02-18
IC00120UX	T103	http://patrioty.org.ua/society/ia-ubyv-ikh-v-potylytsiu-u-merezhi-opublikuvaly-skandalne-interviu-ievromaidanivtsia-iakyi-striliav-u-berkut-109077.html	HC000T6G9	rus,ukr	rus,ukr	2016-02-19
IC00120V0	T103	http://blog.i.ua/community/3252/1977969/	HC000T6G8	ukr	ukr	2016-11-19
IC00120V6	T103	http://uamoderna.com/blogy/martynenko/answer-katchanovski	HC000T6G7	ukr	ukr	2016-02-29
IC00120V8	T103	https://news.pn/ru/criminal/173353	HC000T6G6	ukr	ukr	2016-12-01
IC00120VA	T103	https://www.ar25.org/article/hronologiya-maydanu-u-spogadah-ochevydciv.html	HC000T6G5	ukr	ukr	2014-03-13
IC00120VS	T103	https://www.obozrevatel.com/ukr/crime/10625-aktivist-majdanu-na-kameru-rozpoviv-pro-zvirstva-titushek.htm	HC000T6G4	ukr	ukr	2017-03-03
IC00120VX	T103	http://vikna.if.ua/news/category/community/2014/03/02/16739/view	HC000T6G3	ukr	ukr	2014-03-02
IC00120W6	T102	https://ukr.segodnya.ua/politics/society/pobeg-yanukovicha-fotohronologiya-sobytiy--594196.html	HC000T6G2	ukr	ukr	2017-02-22
IC00120YC	T102	https://www.ukrinform.ua/rubric-polytics/2161051-vteca-anukovica-eksohoronec-rozpoviv-ak-vidvolikali-uvagu.html	HC000T6FZ	ukr	ukr	2017-01-22
IC00120YM	T102	https://www.rbc.ua/ukr/news/pobeg-nukovicha-ukrainy-organizovali-ohrannik-1495012579.html	HC000T6FY	ukr	ukr	2017-05-17
IC00120Z1	T102	https://espreso.tv/news/2017/05/17/yanukovych_povertavsya_do_ukrayiny_pislya_vtechi	HC000T6FX	ukr	ukr	2017-05-17
IC0012108	T102	https://www.obozrevatel.com/ukr/crime/59438-vtecha-yanukovicha-i-ko-rosiya-vistavila-ukraini-sekretnij-rahunok-zmi.htm	HC000T6FV	ukr	ukr	2017-07-06
IC001210D	T102	https://www.unian.ua/politics/1648862-yanukovich-pro-svoyu-vtechu-z-ukrajini-dispetcheri-pogrojuvali-pidnyati-vinischuvachi.html	HC000T6FU	ukr	ukr	2017-12-07
IC001210P	T102	http://politic.kiev.ua/politika/21975ponomarov-vtecha-yanukovicha-priskorila-aneksiyu-krimu.html	HC000T6FT	ukr	ukr	2017-01-18
IC001K1F6	T101	http://www.ntv.ru/novosti/1854558/	IC001K2AH	rus	rus	n/a
IC0011Y9W	T102	https://www.youtube.com/watch?v=rxu3J7g0UgI	IC0011YA0	und	rus,ukr	n/a
IC001K1HF	T101	https://www.youtube.com/watch?v=NmM-TniDklY	IC001K1HH	rus	rus	n/a
IC001K1NM	T101	https://peaceinukraine.livejournal.com/3073199.html	IC001K24F	rus	rus	n/a
IC001K1NZ	T101	http://smoliarm.livejournal.com/154196.html	IC001K24G	rus	rus	n/a
IC001K1P4	T101	https://judeomasson.livejournal.com/38948.html	IC001K24P	rus	rus	n/a
IC001K1OY	T101	https://meduza.io/feature/2015/03/17/sled-nad-torezom	IC001K24N	rus	rus	n/a
IC00121DV	T102	https://www.youtube.com/watch?v=VsoGnOe_Wos	IC00121DY	eng	eng,rus	n/a
IC001JZBZ	T103	http://zik.ua/news/2017/11/21/vitaliy_tytych_terakt_na_maydani_pochavsya_iz_provokatsii__strilyanyny_z_boku_1210459	IC001K27G	ukr	ukr	n/a
IC001JZC4	T103	http://www.pravda.com.ua/news/2014/02/19/7014688/	IC001K27H	ukr	ukr	n/a
IC001JZCF	T103	http://www.pravda.com.ua/articles/2014/02/18/7014151/	IC001K27I	rus,ukr	ukr	n/a
IC001JZIY	T103	http://www.bbc.com/ukrainian/news/2014/04/140403_avakov_nalyvajchenko_ko	IC001K27K	ukr	ukr	n/a
IC001JZJK	T103	http://ua.korrespondent.net/ukraine/politics/3307123-maidan-onlain-peremyria-rada-proholosuvala-za-vidstoronennia-zakharchenka-i-zvilnennia-tymoshenko	IC001K27L	ukr	ukr	n/a
IC001JZNP	T103	http://ua.korrespondent.net/ukraine/politics/3273412-maidan-onlain-protestuvalnyky-hotuuitsia-do-viiny-a-v-ap-pryikhav-rosiiskyi-ombudsmen	IC001K27M	ukr	ukr	n/a
IC001JZPU	T103	https://www.youtube.com/watch?v=dUD0FFd7ah0	IC001JZPY	und	ukr	n/a
IC00121JM	T102	https://www.youtube.com/watch?v=nx59qM4w7nI	IC00121JP	ukr	ukr	n/a
IC001JZQ8	T103	https://www.unian.ua/politics/885567-krivave-protistoyannya-na-maydani-nezalejnosti-video-ta-tekstova-onlayn-translyatsiya.html	IC001K27P	ukr	ukr	n/a
IC001JZQP	T103	https://glavcom.ua/news/chervonenko-stverdzhuje-shcho-strilyanina-na-maydani-velas-z-budinkiv-pidkontrolnih-revolyucioneram-423272.html	IC001K27Q	ukr	ukr	n/a
IC001JZQV	T103	https://dt.ua/UKRAINE/mvs-na-maydani-po-silovikam-strilyav-snayper-poraneno-ponad-20-lyudey-137830_.html	IC001K27R	ukr	ukr	n/a
IC001JZSN	T101	http://www.umoloda.kiev.ua/number/3187/188/113749/	IC001K27S	ukr	ukr	n/a
IC00121L2	T102	https://www.youtube.com/watch?v=mzCgiEFN1_c	IC00121L4	rus	rus	n/a
IC001JZSQ	T101	http://www.ukr-ayna.com/uk/tretia-richnytsia-katastrofy-mh17-khto-vynen/	IC001K27T	ukr	ukr	n/a
IC001JZUM	T101	https://www.youtube.com/watch?v=JgINCukOCB8	IC001JZUQ	ukr	ukr	n/a
IC001JZV6	T101	https://www.youtube.com/watch?v=bnMSfaALdBE&feature=youtu.be	IC001JZV8	ukr	ukr	n/a
IC001JZVK	T101	https://www.youtube.com/watch?v=682Hm02Hqgg	IC001JZVM	und	ukr	n/a
IC001JZVR	T101	https://www.unian.ua/war/2286586-klyuchoviy-figurant-spravi-pro-zbitiy-nad-donbasom-mh17-viyavivsya-rosiyskim-generalom-rozsliduvannya.html	IC001K280	ukr	ukr	n/a
IC001JZW1	T101	https://www.obozrevatel.com/ukr/abroad/16325-yak-brehali-propagandisti-putina-pro-katastrofu-mn17-v-merezhi-vidnovili-hronologiyu.htm	IC001K281	ukr	ukr	n/a
IC001JZW6	T101	https://ukr.segodnya.ua/ukraine/v-ukraine-razoblachili-ocherednoy-feyk-rossii-o-boinge-mh17-730232.html	IC001K282	ukr	ukr	n/a
IC001JZWH	T101	https://ukr.segodnya.ua/ukraine/ispanskiy-dispetcher-yakoby-videvshiy-kak-ukrainskie-istrebiteli-sbili-boing-mh17-prevratilsya-v-lyudmilu-lopatyshkinu-739941.html	IC001K283	ukr	ukr	n/a
IC001JZWS	T101	https://ua.censor.net.ua/video_news/449082/rosiyiskyyi_buk_bez_odniyeyi_rakety_v_komplekti_zafiksuvav_u_lugansku_spivrobitnyk_mvs_pid_prykryttyam	IC001K284	rus,ukr	ukr	n/a
IC001JZX4	T101	https://ua.censor.net.ua/video_news/397821/jertvy_rosiyiskoyi_armiyi_zagybli_pasajyry_boyinga_mn17_17_lypnya_2014_roku_strashne_video	IC001K285	ukr	ukr	n/a
IC001JZYJ	T101	https://tsn.ua/video/video-novini/vinnih-u-katastrofi-malayziyskogo-boyinga-nad-donbasom-nevdovzi-pokarayut.html?utm_source=page&utm_medium=relevantvideo	IC001K286	ukr	ukr	n/a
IC001JZYW	T101	https://tsn.ua/video/video-novini/grupa-mizhnarodnih-rozsliduvachiv-nazvala-im-ya-vidpovidalnogo-za-perevezennya-buka-na-donbas.html	IC001K287	ukr	ukr	n/a
IC001JZZE	T101	https://m.znaj.ua/society/katastrofa-mh17-ekspert-vkazav-na-pidozrili-diyi-rosiyi	IC001K288	ukr	ukr	n/a
IC001K01E	T101	http://serzigzagser.livejournal.com/1037963.html	IC001K28A	rus,ukr	ukr	n/a
IC001K01T	T101	http://medvedy-teddy.livejournal.com/353520.html	IC001K28B	rus,ukr	ukr	n/a
IC001K027	T101	http://holicin.livejournal.com/9463333.html	IC001K28C	ukr	ukr	n/a
IC001K02R	T101	http://baghdad-thief.livejournal.com/141964.html	IC001K28D	ukr	ukr	n/a
IC001K03B	T101	http://24tv.ua/rosiya_zakrila_nebo_na_kordoni_z_ukrayinoyu_za_dobu_do_zbittya_boeing_777____zmi_n842454	IC001K28E	ukr	ukr	n/a
IC001K04D	T101	http://24tv.ua/putin_vse_rozrahuvav__illarionov_pro_zbitiy_boeing_777_n842740	IC001K28F	ukr	ukr	n/a
IC001K159	T103	http://uainfo.org/blognews/1497682486-po-delu-o-rasstrelah-na-maydane-doprosheno-60-70-protsentov.html	IC001K2A4	rus,ukr	rus	n/a
IC001K16C	T103	https://www.1tv.ru/news/2017-11-21/336568-kto_strelyal_po_sobravshimsya_na_maydane_rassledovanie_italyanskih_zhurnalistov	IC001K2A5	rus	rus	n/a
IC00121BN	T102	https://tsn.ua/politika/u-harkivskomu-aviazavodi-ne-znayut-pro-prizemlennya-litaka-yanukovicha-336025.html	HC000T6DO	ukr	ukr	2017-02-22
IC00121BX	T102	https://www.slovoidilo.ua/2017/05/17/novyna/suspilstvo/vtechu-yanukovycha-orhanizuvaly-oxoronecz-putina-rosijskyj-heneral-slidstvo	HC000T6DN	ukr	ukr	2017-05-17
IC00121C1	T102	https://tsn.ua/politika/litak-z-yanukovichem-prizemlivsya-na-teritoriyi-harkivskogo-aviazavodu-zmi-336015.html	HC000T6DM	ukr	ukr	2017-02-22
IC00121CB	T102	https://ua.censor.net.ua/news/453337/vin_povynen_buv_zalyshytysya_yi_pomerty_dobkin_pro_yanukovycha	HC000T6DL	rus,ukr	ukr	2017-08-30
IC00121CM	T102	https://www.pravda.com.ua/news/2014/04/30/7024075/	HC000T6DJ	ukr	rus,ukr	2014-04-30
IC00121CW	T102	https://politeka.net/ua/news/435218-gpu-yanukovich-ukral-odin-byudzhet-strany/	HC000T6DI	ukr	ukr	2017-05-06
IC00121DS	T102	https://www.rbc.ru/economics/27/02/2014/570418609a794761c0ce7335	HC000T6D9	rus	rus	2014-02-27
IC00121E9	T102	https://www.theguardian.com/world/2014/feb/24/ukraine-protests-warrant-arrest-viktor-yanukovych-live-updates	HC000T6D6	eng	eng,ukr	2014-02-24
IC00121EL	T102	https://www.unian.net/politics/889100-yanukovich-nahoditsya-v-sevastopole-na-rossiyskoy-baze-morskoy-pehotyi-v-kazachey-buhte-smi.html	HC000T6D5	rus	rus	2014-02-24
IC00121EV	T102	https://www.unian.net/politics/888892-yanukovich-obyyavlen-v-rozyisk-avakov.html	HC000T6D4	rus	rus	2014-02-24
IC00121G3	T102	https://ukr.lb.ua/news/2014/03/16/259589_yanukovich_zhivet_podmoskove.html	HC000T6D2	ukr	ukr	2017-03-16
IC00121G9	T102	https://www.usatoday.com/story/news/world/2014/02/24/ukraine-yanukovych-arrest-warrant/5772717/	HC000T6D0	eng	eng	2014-02-24
IC00121GJ	T102	https://www.thestar.com/news/world/2014/02/24/ukraine_government_dismissed_as_mutiny_by_russia.html	HC000T6CZ	eng	eng,ukr	2014-02-24
IC00121GZ	T102	https://ukr.segodnya.ua/ukraine/nachalnik-ugo-u-yanukovicha-maniya-presledovaniya-ego-ohranyali-kak-putina-520381.html	HC000T6CX	ukr	ukr	2017-05-14
IC00121F5	T102	http://www.telegraph.co.uk/news/worldnews/europe/ukraine/10657109/Viktor-Yanukovych-leaves-behind-palace-monument-to-greed-and-corruption.html	HC000T6D3	eng	eng	2017-12-07
IC00121GM	T102	http://ukrainianpolicy.com/the-hunt-for-viktor-yanukovych/	HC000T6CY	eng	eng,ukr	2014-02-25
IC00121HE	T102	https://www.kyivpost.com/article/content/ukraine-politics/law-enforcers-not-pursuing-yanukovych-rigorously-in-crimea-to-avoid-conflict-337679.html	HC000T6CV	eng	eng	2014-02-26
IC00121IJ	T102	http://www.telegraph.co.uk/news/worldnews/europe/ukraine/10664711/Ukraine-crisis-Viktor-Yanukovych-surfaces-to-say-he-is-still-leader.html	HC000T6CU	eng	eng	2014-02-27
IC00121K1	T102	https://strana.ua/news/71127-yanukovich-dvazhdy-bezhal-v-rossiyu-v-2014-godu-smi.html	HC000T6CR	rus	rus	2017-05-17
IC00121K5	T102	https://charter97.org/ru/news/2017/1/21/238422/	HC000T6CQ	rus	rus	2017-01-21
IC00121KD	T103	https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BB%D0%BE_%D0%BE_%D0%BA%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D1%85_%D1%81%D0%BD%D0%B0%D0%B9%D0%BF%D0%B5%D1%80%D0%B0%D1%85	HC000T6CP	rus	rus	2014-03-13
IC00121KL	T102	http://www.interfax.ru/world/361529	HC000T6CN	rus	rus	2014-02-27
IC00121KT	T102	https://glavcom.ua/news/169225-janukovich-uzhe-v-rossii.-oba-syna-s-nim.html	HC000T6CM	rus	rus	2017-02-26
IC00121LT	T103	https://www.reuters.com/article/us-ukraine/eu-seeks-peace-as-ukraine-death-toll-hits-75-idUSBREA1G0OU20140220	HC000T6CD	eng	eng	2014-02-20
IC00121LZ	T103	https://www.npr.org/2014/02/20/279987696/fragile-truce-appears-to-be-holding-in-ukrainian-capital-kiev	HC000ZXS3	eng	eng	2014-02-20
IC00121MC	T103	http://www.telegraph.co.uk/news/worldnews/europe/ukraine/10652821/Ukraine-crisis-Deadly-snipers-extinguish-lives-of-Kievs-protesters.html	HC000ZXS9	eng	eng	2014-02-20
IC00121NA	T103	http://www.dailymail.co.uk/news/article-2563609/Truce-Kiev-collapses-hours-official-day-mourning-28-people-killed-protests-erupts-violence.html	HC000ZXSA	eng	eng	2014-12-21
IC00121R6	T101	https://uk.wikipedia.org/wiki/%D0%97%D0%B1%D0%B8%D1%82%D1%82%D1%8F_Boeing_777_%D0%B1%D1%96%D0%BB%D1%8F_%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D1%8C%D0%BA%D0%B0#.D0.A3.D0.BA.D1.80.D0.B0.D1.97.D0.BD.D1.81.D1.8C.D0.BA.D0.B0_.D0.B2.D0.B5.D1.80.D1.81.D1.96.D1.8F	HC000ZXSI	ukr	ukr	2014-07-19
IC00121RQ	T101	https://tsn.ua/ukrayina/boeing-777-z-malayziyi-rozbivsya-na-teritoriyi-ukrayini-nedaleko-vid-kordonu-z-rosiyeyu-zmi-359559.html	HC000ZXSK	ukr	ukr	2017-07-17
IC00121SI	T103	https://www.npr.org/sections/thetwo-way/2014/02/20/280001319/absolute-chaos-in-kiev-truce-collapses-death-toll-rises	HC000ZXTG	eng	eng	2014-02-20
IC00121T8	T103	http://www.bbc.com/news/av/world-europe-26271314/ukraine-protests-violence-in-kiev-as-truce-ends	HC000ZXTJ	eng	eng	2014-02-20
IC00121TY	T103	http://www.bbc.com/news/av/world-europe-26284100/ukraine-crisis-sniper-fires-from-ukraine-media-hotel	HC000ZXTV	eng	eng	2014-02-20
IC00121V3	T103	http://www.bbc.com/news/world-europe-26280710	HC000ZXTX	eng	eng	2014-02-21
IC00121VM	T103	https://sputniknews.com/voiceofrussia/news/2014_03_13/Maidan-snipers-were-shooting-from-building-controlled-by-opposition-Ukraines-ex-security-chief-5115/	HC000ZXUC	eng	eng	2014-03-13
IC00121WI	T103	https://www.hrw.org/news/2014/04/03/dispatches-where-truth-behind-ukraines-maidan-sniper-attacks	HC000ZXUE	eng	eng	2014-04-03
IC00121XJ	T103	https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B0_%D0%BF%D1%80%D0%BE_%D0%BA%D0%B8%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D1%85_%D1%81%D0%BD%D0%B0%D0%B9%D0%BF%D0%B5%D1%80%D1%96%D0%B2	HC000ZXV4	ukr	ukr	2014-10-04
IC00121XN	T103	https://tsn.ua/politika/na-maydani-poperedzhuyut-pro-snayperiv-na-dahu-gotelyu-ukrayina-yaki-strilyayut-u-medikiv-335543.html	HC000ZXV5	ukr	ukr	2017-02-20
IC00121XX	T103	https://tsn.ua/politika/za-ranok-na-maydani-zaginuli-25-aktivistiv-zmi-335529.html	HC000ZXV6	ukr	ukr	2017-02-20
IC00121Y7	T103	https://www.radiosvoboda.org/a/25281098.html	HC000ZXV7	ukr	ukr	2014-03-01
IC00121ZH	T103	https://www.radiosvoboda.org/a/news/28764520.html	HC000ZXVA	ukr	ukr	2017-12-22
IC001220D	T103	https://www.radiosvoboda.org/a/26850821.html	HC000ZXVE	ukr	ukr	2015-02-18
IC001220I	T103	https://glavcom.ua/news/yanukovich-kazhe-shcho-nichogo-ne-znaje-pro-nakazi-rozstrilyuvati-maydan-385114.html	HC000ZXVF	ukr	ukr	2017-12-21
IC001K16H	T103	https://ukraina.ru/whitebook_evidence/20150218/1012132067.html	IC001K2A6	rus	rus	n/a
IC001K17A	T103	http://hvylya.net/analytics/politics/kak-rossiyskaya-propaganda-lepit-feyki-o-rasstrele-maydana.html	IC001K2A7	rus	rus	n/a
IC001K187	T103	http://gordonua.com/news/society/pervye-zhertvy-maydana-god-spustya-62413.html	IC001K2A8	rus	rus	n/a
IC001K18D	T103	http://gordonua.com/news/politics/sud-po-delu-ob-uchastii-yanukovicha-v-rasstrele-maydana-prodolzhitsya-v-zakrytom-rezhime-217672.html	IC001K2A9	rus,ukr	rus	n/a
IC001K18H	T103	http://gordonua.com/news/politics/shokin-komandu-strelyat-po-maydanu-otdal-yanukovich-75284.html	IC001K2AA	rus	rus	n/a
IC001K18J	T103	http://gordonua.com/news/politics/gpu-ubiystva-aktivistov-na-ulice-grushevskogo-mogli-sovershit-pereodetye-pravoohraniteli-107007.html	IC001K2AB	rus	rus	n/a
IC001K18M	T102	https://www.youtube.com/watch?v=e5KhOIVtWW8	IC001K18O	rus	rus	n/a
IC001K18T	T102	https://www.1tv.ru/news/2017-02-28/320726-sekretar_sovbeza_ukrainy_aleksandr_turchinov_ya_pytalsya_poymat_yanukovicha_i_privezti_v_kiev	IC001K2AD	rus	rus	n/a
IC0011SLC	T101	https://www.youtube.com/watch?v=iuoIw3jBV4g	IC0011SLF	eng	eng	n/a
IC001K18Y	T102	http://rusdozor.ru/2016/11/28/yanukovich-rasskazal-o-rasporyazhenii-turchinova-posadit-ego-samolet-s-pomoshhyu-istrebitelej/	IC001K2AE	rus	rus	n/a
IC001K1BQ	T101	http://www.rosbalt.ru/world/2017/07/18/1631416.html	IC001K2AF	rus	rus	n/a
IC001K1DG	T101	http://www.rosbalt.ru/world/2017/02/16/1592418.html	IC001K2AG	rus	rus	n/a
IC001K1FT	T101	http://www.newsru.com/world/12jul2017/accountability.html	IC001K2AI	rus	rus	n/a
IC001K1GH	T101	http://www.dsnews.ua/politics/rossiyskie-propagandisty-udalili-novost-o-vine-ukrainy-07102017213400	IC001K2AJ	rus	rus	n/a
IC001K1H4	T101	http://www.buran.ru/htm/mh17.htm	IC001K2AK	rus	rus	n/a
IC001K1H6	T101	http://tass.ru/mezhdunarodnaya-panorama/1325017	IC001K243	rus	rus	n/a
IC001K1HM	T101	https://www.novayagazeta.ru/articles/2017/10/16/74187-zadacha-v-tom-chtoby-nepremenno-dovesti-delo-do-suda	IC001K245	rus	rus	n/a
IC001K1I4	T101	https://vchasnoua.com/donbass/53561-opublikovana-eshche-odna-fotografiya-rossijskogo-buka-kotoryj-sbil-boing-rejsa-mn17-nad-donbassom	IC001K246	rus	rus	n/a
IC001K1J7	T101	https://theins.ru/politika/79481	IC001K247	rus	rus	n/a
IC001K1JP	T101	http://stainlesstlrat.livejournal.com/2885159.html	IC001K248	rus	rus	n/a
IC001K1K8	T101	https://smoliarm.livejournal.com/282867.html	IC001K249	rus	rus	n/a
IC001K1KX	T101	https://schekn.livejournal.com/19164.html	IC001K24A	rus	rus	n/a
IC001K1LE	T101	https://ru.tsn.ua/ato/boevik-rasstrelyavshiy-16-letnego-podrostka-chubenko-mozhet-byt-svyazan-s-katastrofoy-mh17-zhurnalist-905825.html	IC001K24B	rus	rus	n/a
IC001K1LO	T101	https://rus.postimees.ee/2862957/ekspert-esli-budet-dokazana-prichastnost-rossii-k-gibeli-boeing-to-posledstviya-dlya-nee-budut-katastroficheskimi	IC001K24C	rus	rus	n/a
IC001K1LV	T101	https://ru.bellingcat.com/novosti/ukraine/2017/10/19/new-332-photo-jit/	IC001K24D	rus,ukr	rus	n/a
IC001K1OM	T101	https://meduza.io/news/2015/06/03/sk-nazval-imya-svidetelya-vyleta-ukrainskih-su-25-v-den-krusheniya-boinga	IC001K24H	rus	rus	n/a
IC001K1OO	T101	https://meduza.io/news/2014/12/23/kp-opublikovala-intervyu-s-anonimnym-svidetelem-vyletov-ukrainskih-su-25-v-den-krusheniya-boinga	IC001K24I	rus	rus	n/a
IC001K1OQ	T101	https://meduza.io/feature/2016/02/24/novyy-doklad-o-buke-i-boinge-glavnoe	IC001K24J	rus	rus	n/a
IC001K1OS	T101	https://meduza.io/feature/2015/10/13/versii-krusheniya-boinga	IC001K24K	rus	rus	n/a
IC001K1OU	T101	https://meduza.io/feature/2015/06/11/eksperty-po-krusheniyu-malayziyskogo-boeing-spravochnik	IC001K24L	rus	rus	n/a
IC001K1OW	T101	https://meduza.io/feature/2015/06/09/eksperty-lgut-naschet-mesta-zapuska	IC001K24M	rus	rus	n/a
IC001K1P0	T101	https://kompromat1.info/articles/33232-gibelj_rejsa_mh17_buk_3h2_-_tajna_poterjannoj_tsifry_raskryta	IC001K24O	rus	rus	n/a
IC001K1R3	T101	https://dagrael.livejournal.com/223472.html	IC001K24R	rus	rus	n/a
IC001K1RG	T101	https://dagrael.livejournal.com/20561.html	IC001K24S	rus	rus	n/a
IC001K1RV	T101	https://censor.net.ua/photo_news/459996/novaya_fotografiya_rossiyiskogo_buka_po_delu_mn17_geolotsirovana_v_donetske_bellingcat_fotoreportaj	IC001K24T	rus,ukr	rus	n/a
IC001K1SB	T101	https://censor.net.ua/news/294229/samolet_boing777_malayiziyiskih_avialiniyi_sbit_rossiyiskimi_naemnikami_na_donbasse_obnovleno	IC001K24U	rus	rus	n/a
IC001K1SK	T101	http://gordonua.com/specprojects/bellingcat.html	IC001K24V	rus	rus	n/a
IC0011TYX	T103	https://www.youtube.com/watch?v=fWkfpGCAAuw	IC0011TZ1	eng	eng	n/a
IC001K1SN	T101	http://frankensstein.livejournal.com/625645.html	IC001K24W	rus	rus	n/a
IC001K1T4	T101	http://frankensstein.livejournal.com/608681.html	IC001K24X	rus	rus	n/a
IC001K1WH	T102	http://www.smh.com.au/world/i-believe-that-russia-will-act-deposed-ukrainian-president-yanukovych-speaks-after-fleeing-country-20140228-hvfoq	IC001K250	eng	eng	n/a
IC00121S0	T103	https://www.youtube.com/watch?v=Fns42rViXlA	IC00121S4	eng	eng,rus	n/a
IC001K1WJ	T102	http://www.naharnet.com/stories/en/120655	IC001K251	eng	eng	n/a
IC0014U53	T101	https://www.youtube.com/watch?v=8guKpjF9Z-Y	IC0017K68	eng	eng	2014-07-20
IC001K1WS	T102	https://www.timesofisrael.com/yanukovych-blames-fascists-west-for-ukraine-chaos/	IC001K252	eng	eng	n/a
IC001K1ZK	T102	https://www.theguardian.com/world/2014/feb/27/viktor-yanukovych-russia-ukrainian-president-moscow	IC001K253	eng	eng	n/a
IC0011SZ8	T102	https://youviewed.com/2014/02/21/ukraine-update-there-are-reports-that-yanukovych-has-fled-the-country/	HC00002YZ	eng	eng,ukr	2014-02-21
IC001K1ZW	T102	https://www.ndtv.com/world-news/ousted-ukraine-leader-viktor-yanukovych-re-emerges-552289	IC001K254	eng	eng	n/a
IC001K20R	T102	https://www.bostonglobe.com/news/world/2014/02/25/yanukovych-crosses-ukraine-looking-for-refuge/NNcaHespTp8XAyflivqHbP/story.html	IC001K255	eng	eng	n/a
IC001K20Z	T102	https://news.sky.com/story/ukraine-yanukovych-says-he-remains-president-10414244	IC001K256	eng	eng	n/a
IC001K21A	T101	http://www.whathappenedtoflightmh17.com/russia-lied-about-the-radar-capabilities/	IC001K257	eng	eng	n/a
IC001K22E	T101	https://dninews.com/content/graham-phillips-mh17-eyewitnesses-no-one-saw-buk-fighter-jets-video	IC001K2AL	eng	eng	n/a
IC001K22T	T101	http://mashable.com/2015/05/31/russia-fake-mh17-report/#KKisMa5aCgqm	IC001K2AM	eng	eng	n/a
IC00121S7	T103	https://www.rt.com/news/ukraine-kiev-death-toll-955/	HC000ZXTF	eng	eng	2014-02-20
IC00121UQ	T103	https://www.theguardian.com/world/2014/feb/20/ukraine-dead-protesters-police	HC000ZXTW	eng	eng	2017-02-21
IC0011U9L	T101	https://www.rootclaim.com/claims/who-shot-down-malaysia-airlines-flight-17-over-ukraine-on-july-17-2014-8129	HC000Q7W1	eng	eng	2014-07-17
IC0011UR0	T103	https://www.novayagazeta.ru/articles/2014/04/07/59078-kto-strelyal-na-maydane-polupravda-151-huzhe-lzhi	HC000Q7PL	rus	rus	2014-04-06
IC0011VA9	T103	http://polit-mir.ru/rasstrel-nebesnoy-sotni---tayna-pokrytaya-vlastyu-samoe-podrobnoe-rassledovanie-glavnogo-mifa-maydana-6842.html	HC000Q7PX	rus	rus	2017-02-19
IC0011VB8	T103	http://www.unn.com.ua/ru/news/1643265-s-gorbatyuk-strilyaninu-na-maydani-u-lyutomu-2014r-pershimi-pochali-siloviki	HC000Q7PZ	rus	rus	2017-02-10
IC0011VEA	T103	https://rua.gr/news/sobytiya-v-ukraine/13699-rassledovanie-bbc-strelbu-nachali-snajpery-majdana.html	HC000Q7Q1	rus	rus	2015-02-13
IC0011VFD	T103	https://soundcloud.com/radio-svoboda/20-2014-2	HC000Q7PA	eng,rus	rus	2014-02-20
IC0011VFQ	T103	https://24tv.ua/ru/v_sude_pokazali_nevidannoe_do_sih_por_video_rasstrela_majdana_n725852	HC000Q7Q2	rus	rus,ukr	2017-09-13
IC0011VGR	T102	https://lb.ua/news/2014/04/21/263896_zhurnalisti_vosstanovili_shemu.html	HC000Q7Y0	rus	rus	2014-04-21
IC0011VGU	T102	https://www.yaplakal.com/forum1/topic741727.html	HC000Q810	rus	rus	2014-02-22
IC0011VGW	T102	https://anton-klyushev.livejournal.com/854317.html	HC000Q7XS	rus	rus	2014-03-01
IC0011VH8	T103	http://zik.ua/ru/news/2017/11/03/delo_yanukovycha_o_rasstrele_maydana_perenesly_na_8_noyabrya_1199073	HC000Q7Q3	rus	rus	2017-11-03
IC0011VHE	T102	http://elektraua.livejournal.com/93783.html	HC000Q7XT	rus	rus	2014-02-23
IC0011VHO	T102	http://argumentua.com/novosti/zloklyucheniya-borta-yanukovicha-foto	HC000Q7Y1	rus,ukr	rus	2014-02-24
IC0011VJL	T102	https://kp.ua/politics/441408-polnaia-stenohramma-press-konferentsyy-vyktora-yanukovycha	HC000Q7Y2	rus	rus	2017-11-10
