AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	OWGIndexID	LEVEL-0	TYPE-1	SUBTYPE-2	SUB-SUBTYPE-3	SUB-SUB-SUBTYPE-4	SUB-SUB--SUB-SUBTYPE-5	SUB-SUB--SUB-SUB-SUBTYPE-6	SUB-SUB--SUB-SUB-SUB-SUBTYPE-7	Entity Type	Source Ontology	Uplink	Definition
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_066	Entity	PhysicalEntity	Artifact	Weapon	Missile	AntiAircraft	BukMissile	-	buk missile/dvmm/new/0001	Columbia-RPI	anti aircraft/dvmm/new/0002	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_068	Entity	PhysicalEntity	Artifact	Weapon	Gun	AssaultRifle	-	-	Assault rifle/m/0jb3	Columbia-RPI	Gun103467984	https://en.wikipedia.org/wiki/Assault_rifle
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_070	Entity	PhysicalEntity	Artifact	Weapon	Gun	Handgun	-	-	Handgun/m/0gxl3	Columbia-RPI	Gun103467984	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_071	Entity	PhysicalEntity	Artifact	Weapon	Gun	MachineGun	-	-	Machine gun/m/04zjc	Columbia-RPI	Gun103467984	https://en.wikipedia.org/wiki/Machine_gun
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_072	Entity	PhysicalEntity	Artifact	Weapon	Gun	Rifle	-	-	Rifle/m/06c54	Columbia-RPI	Gun103467984	https://en.wikipedia.org/wiki/Rifle
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_073	Entity	PhysicalEntity	Artifact	Weapon	Gun	Shotgun	-	-	Shotgun/m/06nrc	Columbia-RPI	Gun103467984	https://en.wikipedia.org/wiki/Shotgun
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_082	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Station	-	-	Station104306080	RPI	Facility	a facility equipped with special equipment and personnel for a particular purpose
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_083	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Station	BroadcastingStation	-	BroadcastingStation102903405	RPI	Station104306080	a station equipped to broadcast radio or television programs
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_084	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Station	BusStop	-	Bus stop/m/01jw_1	Columbia-RPI	Station104306080	https://en.wikipedia.org/wiki/Bus_stop
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_085	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Station	GasStation	-	gas_station/cmu	CMU	Station104306080	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_087	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Depository	-	-	Depository103177349	RPI	Facility	a facility where things can be deposited for storage or safekeeping
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_090	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Lighthouse	-	-	Lighthouse/m/04h7h	Columbia-RPI	Facility	https://en.wikipedia.org/wiki/Lighthouse
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_091	Entity	PhysicalEntity	Artifact	BuildingConstruction	Facility	Courthouse	-	-	courthouse/m/0g02q	Columbia-RPI	Facility	https://en.wikipedia.org/wiki/Courthouse
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_094	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	Theater	-	Theater104417809	RPI	Building102913152	a building where theatrical performances or motion-picture shows can be presented
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_096	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	ConferenceHall	-	Conference hall/m/02q60ls	Columbia-RPI	Building102913152	https://en.wikipedia.org/wiki/Conference_hall
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_099	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	-	Place of worship/m/02nvjx	Columbia-RPI	Building102913152	https://en.wikipedia.org/wiki/Place_of_worship
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_100	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	Chapel	Chapel/m/0173tc	Columbia-RPI	Place of worship/m/02nvjx	https://en.wikipedia.org/wiki/Chapel
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_101	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	Church	Church/m/01wb7	Columbia-RPI	Place of worship/m/02nvjx	https://en.wikipedia.org/wiki/Church_(building)
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_102	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	Cathedral	Cathedral/m/0cfs8	Columbia-RPI	Church/m/01wb7	https://en.wikipedia.org/wiki/Cathedral
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_103	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	Shrine	Shrine/m/02cwf_	Columbia-RPI	Place of worship/m/02nvjx	https://en.wikipedia.org/wiki/Shrine
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_104	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	PlaceOfWorship	Temple	Temple/m/0cx45	Columbia-RPI	Place of worship/m/02nvjx	https://en.wikipedia.org/wiki/Temple
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_105	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Building	Skyscraper	-	Skyscraper/m/079cl	Columbia-RPI	Building102913152	https://en.wikipedia.org/wiki/Skyscraper
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_106	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Auditorium	-	-	Auditorium/m/039l3v	Columbia-RPI	Structure104341686	https://en.wikipedia.org/wiki/Auditorium
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_107	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Billboard	-	-	Billboard/m/01knjb	Columbia-RPI	Structure104341686	https://en.wikipedia.org/wiki/Billboard
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_109	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	ConvenienceStore	-	-	Convenience store/m/0crjs	Columbia-RPI	Structure104341686	https://en.wikipedia.org/wiki/Convenience_store
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_110	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Fence	-	-	Fence/m/0blz9	Columbia-RPI	Structure104341686	https://en.wikipedia.org/wiki/Fence
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_114	Entity	PhysicalEntity	Artifact	BuildingConstruction	Structure	Pier	-	-	pier/m/01phq4	Columbia-RPI	Structure104341686	https://en.wikipedia.org/wiki/Pier
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_115	Entity	PhysicalEntity	Artifact	Instrument	-	-	-	-	Instrument	AIDA-OWG	Artifact	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_117	Entity	PhysicalEntity	Artifact	Instrument	Equipment	ConstructionEquipment	-	-	Construction equipment/m/02gx17	Columbia-RPI	Equipment103294048	https://en.wikipedia.org/wiki/Heavy_equipment
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_118	Entity	PhysicalEntity	Artifact	Instrument	Equipment	FireExtinguisher	-	-	Fire extinguisher/m/01nl4x	Columbia-RPI	Equipment103294048	https://en.wikipedia.org/wiki/Fire_extinguisher
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_120	Entity	PhysicalEntity	Artifact	Instrument	Equipment	MedicalEquipment	Stretcher	-	Stretcher/m/02lbcq	Columbia-RPI	Medical equipment/m/01xgg_	https://en.wikipedia.org/wiki/Stretcher
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_121	Entity	PhysicalEntity	Artifact	Instrument	Equipment	Parachute	-	-	Parachute/m/0cyfs	Columbia-RPI	Equipment103294048	https://en.wikipedia.org/wiki/Parachute
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_122	Entity	PhysicalEntity	Artifact	Instrument	Equipment	TelevisionSet	-	-	Television set/m/07c52	Columbia-RPI	Equipment103294048	https://en.wikipedia.org/wiki/Television
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_123	Entity	PhysicalEntity	Artifact	Instrument	Equipment	WaterCannon	-	-	water_cannon/dvmm/new/0008	Columbia-RPI	Equipment103294048	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_124	Entity	PhysicalEntity	Artifact	Instrument	Equipment	SurveillanceCamera	-	-	surveillance camera/m/0h8mhv3	Columbia-RPI	Equipment103294048	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_126	Entity	PhysicalEntity	Artifact	Instrument	Container	-	-	-	Container103094503	RPI	Instrument	any object that can be used to hold things (especially a large metal boxlike object of standardized dimensions that can be loaded from one form of transport to another)
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_127	Entity	PhysicalEntity	Artifact	Instrument	Container	LuggageAndBags	-	-	Luggage and bags/m/0hf58v5	Columbia-RPI	Container103094503	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_128	Entity	PhysicalEntity	Artifact	Instrument	Container	Backpack	-	-	back_pack/cmu	CMU	Container103094503	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_129	Entity	PhysicalEntity	Artifact	Instrument	Device	-	-	-	Device103183080	RPI	Instrument	an instrumentality invented for a particular purpose
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_130	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	-	-	Machine103699975	RPI	Device103183080	any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_131	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	Computer	-	Computer103082979	RPI	Machine103699975	a machine for performing calculations automatically
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_132	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	Phone	-	Phone/dvmm/synset/0004	Columbia-RPI	Machine103699975	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_133	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	Radar	-	Radar/m/06dq9	Columbia-RPI	Machine103699975	https://en.wikipedia.org/wiki/Radar
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_134	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	ComputerMonitor	-	Computer monitor/m/02522	Columbia-RPI	Machine103699975	https://en.wikipedia.org/wiki/Computer_monitor
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_135	Entity	PhysicalEntity	Artifact	Instrument	Device	Machine	Engine	-	engine/cmu	CMU	Machine103699975	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_136	Entity	PhysicalEntity	Artifact	Instrument	Device	Microphone	-	-	Microphone/m/0hg7b	Columbia-RPI	Device103183080	https://en.wikipedia.org/wiki/Microphone
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_137	Entity	PhysicalEntity	Artifact	Instrument	Device	TrafficLight	-	-	traffic_light/cmu	CMU	Device103183080	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_138	Entity	PhysicalEntity	Artifact	Instrument	Cable	-	-	-	Cable102934168	RPI	Instrument	a conductor for transmitting electrical or optical signals or electric power
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_139	Entity	PhysicalEntity	Artifact	Instrument	Tool	-	-	-	Tool/m/07k1x	Columbia-RPI	Instrument	https://en.wikipedia.org/wiki/Tool
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_140	Entity	PhysicalEntity	Artifact	InfoMedium	-	-	-	-	InfoMedium	AIDA-OWG	Artifact	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_141	Entity	PhysicalEntity	Artifact	InfoMedium	SocialMedium	-	-	-	SocialMedium	AIDA-OWG	InfoMedium	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_142	Entity	PhysicalEntity	Artifact	InfoMedium	NewsMedium	-	-	-	NewsMedium	AIDA-OWG	InfoMedium	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_143	Entity	PhysicalEntity	Artifact	InfoMedium	NewsMedium	Press	-	-	Press106263369	RPI	NewsMedium	the print media responsible for gathering and publishing news in the form of newspapers or magazines
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_144	Entity	PhysicalEntity	Artifact	InfoMedium	NewsMedium	Press	Newspaper	-	Newspaper106267145	RPI	Press106263369	a daily or weekly publication on folded sheets; contains news and articles and advertisements
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_145	Entity	PhysicalEntity	Artifact	InfoMedium	NewsMedium	Magazine	-	-	Magazine106595351	RPI	NewsMedium	a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_146	Entity	PhysicalEntity	Artifact	InfoMedium	Album	-	-	-	Album106591815	RPI	InfoMedium	one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_147	Entity	PhysicalEntity	Artifact	InfoMedium	Television	-	-	-	Television106277280	RPI	InfoMedium	broadcasting visual images of stationary or moving objects
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_148	Entity	PhysicalEntity	Artifact	Commodity	-	-	-	-	Commodity103076708	RPI	Artifact	articles of commerce
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_149	Entity	PhysicalEntity	Artifact	Commodity	BallisticVest	-	-	-	Ballistic vest/m/0133tk	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Bulletproof_vest
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_150	Entity	PhysicalEntity	Artifact	Commodity	Furniture	-	-	-	Furniture/m/0c_jw	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Furniture
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_151	Entity	PhysicalEntity	Artifact	Commodity	Goggles	-	-	-	Goggles/m/02_n6y	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Goggles
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_152	Entity	PhysicalEntity	Artifact	Commodity	Helmet	-	-	-	Helmet/m/0zvk5	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Helmet
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_153	Entity	PhysicalEntity	Artifact	Commodity	Lectern	-	-	-	Lectern/m/02p4dfn	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Lectern
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_154	Entity	PhysicalEntity	Artifact	Commodity	Lifejacket	-	-	-	Lifejacket/m/054xkw	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Personal_flotation_device
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_157	Entity	PhysicalEntity	Artifact	Commodity	Podium	-	-	-	Podium/m/03qpft	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Podium
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_158	Entity	PhysicalEntity	Artifact	Commodity	Uniform	-	-	-	Uniform/m/09jfs	Columbia-RPI	Commodity103076708	https://en.wikipedia.org/wiki/Uniform
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_159	Entity	PhysicalEntity	Artifact	Commodity	Uniform	MilitaryUniform	-	-	Military uniform/m/03w1r4	Columbia-RPI	Uniform/m/09jfs	https://en.wikipedia.org/wiki/Military_uniform
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_160	Entity	PhysicalEntity	Artifact	Commodity	Bat	-	-	-	bat/cmu	CMU	Commodity103076708	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_161	Entity	PhysicalEntity	Artifact	Creation	-	-	-	-	Creation103129123	RPI	Artifact	an artifact that has been brought into existence by someone
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_162	Entity	PhysicalEntity	Artifact	Creation	Sculpture	-	-	-	Sculpture/dvmm/synset/0002	Columbia-RPI	Creation103129123	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_164	Entity	PhysicalEntity	Artifact	Creation	Flag	AmericanFlag	-	-	american_flag/cmu	CMU	Flag/m/03120	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_165	Entity	PhysicalEntity	Artifact	Creation	Flag	RussianFlag	-	-	russian_flag/cmu	CMU	Flag/m/03120	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_166	Entity	PhysicalEntity	Artifact	Creation	Flag	UkraineFlag	-	-	ukraine_flag/cmu	CMU	Flag/m/03120	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_168	Entity	PhysicalEntity	Artifact	Creation	Monument	-	-	-	Monument/m/02ljgl	Columbia-RPI	Creation103129123	https://en.wikipedia.org/wiki/Monument
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_169	Entity	PhysicalEntity	Artifact	Creation	Statue	-	-	-	Statue/m/013_1c	Columbia-RPI	Creation103129123	https://en.wikipedia.org/wiki/Statue
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_170	Entity	PhysicalEntity	Artifact	Dome	-	-	-	-	Dome/m/016br2	Columbia-RPI	Artifact	https://en.wikipedia.org/wiki/Dome
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_171	Entity	PhysicalEntity	Artifact	LogoTrademarkEmblemBadge	-	-	-	-	Logo_Trademark_Emblem_Badge/dvmm/synset/0005	Columbia-RPI	Artifact	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_172	Entity	PhysicalEntity	Artifact	Food	-	-	-	-	Food/m/02wbm	Columbia-RPI	Artifact	https://en.wikipedia.org/wiki/Food
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_173	Entity	PhysicalEntity	Artifact	Poster	-	-	-	-	Poster/m/01n5jq	Columbia-RPI	Artifact	https://en.wikipedia.org/wiki/Poster
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_174	Entity	PhysicalEntity	Artifact	Railway	-	-	-	-	Railway/m/06d_3	Columbia-RPI	Artifact	https://en.wikipedia.org/wiki/Rail_transport
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_175	Entity	PhysicalEntity	Artifact	Tent	-	-	-	-	Tent/m/01j61q	Columbia-RPI	Artifact	https://en.wikipedia.org/wiki/Tent
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_176	Entity	PhysicalEntity	NonLivingTangiblePart	-	-	-	-	-	NonLivingTangiblePart	AIDA-OWG	PhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_177	Entity	PhysicalEntity	NonLivingTangiblePart	AircraftCabin	-	-	-	-	Aircraft cabin/m/02q5pxq	Columbia-RPI	NonLivingTangiblePart	https://en.wikipedia.org/wiki/Aircraft_cabin
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_178	Entity	PhysicalEntity	NonLivingTangiblePart	AutoPart	-	-	-	-	Auto part/m/08dz3q	Columbia-RPI	NonLivingTangiblePart	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_179	Entity	PhysicalEntity	NonLivingTangiblePart	Rubble	-	-	-	-	Rubble/m/08qrwn	Columbia-RPI	NonLivingTangiblePart	https://en.wikipedia.org/wiki/Rubble
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_180	Entity	PhysicalEntity	NonLivingTangiblePart	Ruins	-	-	-	-	Ruins/m/03d1rd	Columbia-RPI	NonLivingTangiblePart	https://en.wikipedia.org/wiki/Ruins
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_182	Entity	NonPhysicalEntity	-	-	-	-	-	-	NonPhysicalEntity	AIDA-OWG	Entity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_183	Entity	NonPhysicalEntity	Collection	-	-	-	-	-	Collection	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_186	Entity	NonPhysicalEntity	Collection	Organization	MilitaryOrganization	Army	-	-	Army108191230	RPI	MilitaryOrg	a permanent organization of the military land forces of a nation or state
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_187	Entity	NonPhysicalEntity	Collection	Organization	MilitaryOrganization	AirForce	-	-	AirForce108196024	RPI	MilitaryOrg	the airborne branch of a country's armed forces
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_188	Entity	NonPhysicalEntity	Collection	Organization	MilitaryOrganization	Navy	-	-	Navy108191701	RPI	MilitaryOrg	an organization of military vessels belonging to a country and available for sea warfare
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_194	Entity	NonPhysicalEntity	Collection	Organization	CommercialOrganization	SubsidiaryCompany	-	-	SubsidiaryCompany108003935	RPI	CommercialOrg	a company that is completely controlled by another company
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_195	Entity	NonPhysicalEntity	Collection	Organization	CommercialOrganization	CommercialEnterprise	-	-	CommercialEnterprise108065093	RPI	CommercialOrg	an enterprise connected with commerce
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_199	Entity	NonPhysicalEntity	Collection	Organization	AdministrativeUnit	-	-	-	AdministrativeUnit108077292	RPI	Org	a unit with administrative responsibilities
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_200	Entity	NonPhysicalEntity	Collection	Organization	AdministrativeUnit	Committee	-	-	Committee108324514	RPI	AdministrativeUnit108077292	a special group delegated to consider some matter
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_201	Entity	NonPhysicalEntity	Collection	Organization	AdministrativeUnit	Division	-	-	Division108220714	RPI	AdministrativeUnit108077292	an administrative unit in government or business
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_202	Entity	NonPhysicalEntity	Collection	Organization	AdministrativeUnit	Division	Department	-	Department108114861	RPI	Division108220714	a specialized division of a large organization
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_203	Entity	NonPhysicalEntity	Collection	Organization	AdministrativeUnit	Division	Branch	-	Branch108401248	RPI	Division108220714	a division of some larger or more complex organization
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_206	Entity	NonPhysicalEntity	Collection	Organization	Union	-	-	-	Union108233056	RPI	Org	an organization of employees formed to bargain with the employer
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_209	Entity	NonPhysicalEntity	Collection	Organization	Association	League	-	-	League108231184	RPI	Association108049401	an association of sports teams that organizes matches for its members
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_211	Entity	NonPhysicalEntity	Collection	Organization	MusicalOrganization	-	-	-	MusicalOrganization108246613	RPI	Org	an organization of musicians who perform together
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_212	Entity	NonPhysicalEntity	Collection	Organization	MusicalOrganization	DanceBand	-	-	DanceBand108249960	RPI	MusicalOrganization108246613	a group of musicians playing popular music for dancing
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_213	Entity	NonPhysicalEntity	Collection	Organization	MusicalOrganization	DanceBand	RockGroup	-	RockGroup108250501	RPI	DanceBand108249960	a band of musicians who play rock'n'roll music
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_214	Entity	NonPhysicalEntity	Collection	Organization	WorldOrganization	-	-	-	WorldOrganization108294696	RPI	Org	an international alliance involving many different countries
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_215	Entity	NonPhysicalEntity	Collection	SocialGroup	-	-	-	-	SocialGroup	AIDA-OWG	Collection	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_216	Entity	NonPhysicalEntity	Collection	NonOrganizationGroup	-	-	-	-	NonOrgGroup	AIDA-OWG	Collection	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_217	Entity	NonPhysicalEntity	Collection	NonOrganizationGroup	Audience	-	-	-	Audience/m/033lpr	Columbia-RPI	NonOrgGroup	https://en.wikipedia.org/wiki/Audience
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_218	Entity	NonPhysicalEntity	Collection	NonOrganizationGroup	Crowd	-	-	-	Crowd/m/03qtwd	Columbia-RPI	NonOrgGroup	https://en.wikipedia.org/wiki/Crowd
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_219	Entity	NonPhysicalEntity	MentalObject	-	-	-	-	-	MentalObject	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_220	Entity	NonPhysicalEntity	ImmeasurableObject	-	-	-	-	-	ImmeasurableObject	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_221	Entity	NonPhysicalEntity	InformationObject	-	-	-	-	-	InformationObject	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_222	Entity	NonPhysicalEntity	InformationObject	MusicInfo	-	-	-	-	MusicInfo	AIDA-OWG	InformationObject	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_223	Entity	NonPhysicalEntity	InformationObject	MeasuringUnit	-	-	-	-	MeasuringUnit	AIDA-OWG	InformationObject	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_224	Entity	NonPhysicalEntity	InformationObject	SpeechInfo	-	-	-	-	SpeechInfo	AIDA-OWG	InformationObject	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_225	Entity	NonPhysicalEntity	InformationObject	TextInfo	-	-	-	-	TextInfo	AIDA-OWG	InformationObject	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_226	Entity	NonPhysicalEntity	InformationObject	ImageInfo	-	-	-	-	ImageInfo	AIDA-OWG	InformationObject	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_227	Entity	NonPhysicalEntity	MeasurableAbstraction	-	-	-	-	-	MeasurableAbstraction	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_228	Entity	NonPhysicalEntity	MeasurableAbstraction	ShapeAndStructureAbstraction	-	-	-	-	ShapeAndStructureAbstraction	AIDA-OWG	MeasurableAbstraction	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_229	Entity	NonPhysicalEntity	MeasurableAbstraction	MeasuredConcept	-	-	-	-	MeasuredConcept	AIDA-OWG	MeasurableAbstraction	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_230	Entity	NonPhysicalEntity	MeasurableAbstraction	Time	-	-	-	-	Time	AIDA-OWG	MeasurableAbstraction	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_232	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Point	-	-	-	Point108620061	RPI	Loc	the precise location of something; a spatially limited location
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_233	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Point	TopographicPoint	-	-	TopographicPoint108664443	RPI	Point108620061	a point located with respect to surface features of some region
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_234	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Point	TopographicPoint	Zone	-	Zone108688247	RPI	TopographicPoint108664443	a locally circumscribed place characterized by some distinctive features
