AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	Template	arg1 label	Output value for arg1	arg1 type constraints	arg2 label	Output value for arg2	arg2 type constraints	arg3 label	Output value for arg3	arg3 type constraints	arg4 label	Output value for arg4	arg4 type constraints	arg5 label	Output value for arg5	arg5 type constraints	OWGIndexID	Upper Model	Middle Model 	Lower Model for subtypes with descriptive features that distinguish the lower model subtypes.	arg1_owgrole	arg2_owgrole	arg3_owgrole	arg4_owgrole	arg5_owgrole
LDC_evt_118	Movement	movement	TransportPerson	transportperson	Hide	hide	The hiding or concealing of a person by an agent or via their own effort	"<arg1> concealed <arg2> in <arg3> place, transported in <arg4> vehicle from <arg5> place"	Transporter	evt118arg01transporter	"per, org, gpe, sid"	Passenger	evt118arg02passenger	per	HidingPlace	evt118arg03hidingplace	"loc, gpe, fac"	Vehicle	evt118arg04vehicle	veh	Origin	evt118arg05origin	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_119	Movement	movement	TransportPerson	transportperson	PreventEntry	prevententry	Preventing the movement or transportation of a person (by an agent into or via their own effort) into one place from another	<arg1> prevents <arg2> from transporting <arg3> from <arg4> place to <arg5> place	Preventer	evt119arg01preventer	"per, org, gpe, sid"	Transporter	evt119arg02transporter	"per, org, gpe, sid"	Passenger	evt119arg03passenger	per	Origin	evt119arg04origin	"loc, gpe, fac"	Destination	evt119arg05destination	"loc, gpe, fac"	OWG_evt_025	ControlEvent	Prevent_Action	PreventEntry	AGENT	BENEFICIARY	"owg prevententry is control event, not movement"		
LDC_evt_120	Movement	movement	TransportPerson	transportperson	PreventExit	preventexit	Preventing the movement or transportation of a person (by an agent or via their own effort) out of one place into another	<arg1> prevents <arg2> from transporting <arg3> from <arg4> place to <arg5> place	Preventer	evt120arg01preventer	"per, org, gpe, sid"	Transporter	evt120arg02transporter	"per, org, gpe, sid"	Passenger	evt120arg03passenger	per	Origin	evt120arg04origin	"loc, gpe, fac"	Destination	evt120arg05destination	"loc, gpe, fac"	OWG_evt_027	ControlEvent	Prevent_Exit	n/a	AGENT	BENEFICIARY	"owg prevententry is control event, not movement"		
LDC_evt_121	Movement	movement	TransportPerson	transportperson	SelfMotion	selfmotion	The movement of a person via their own effort from one place to another	<arg1> moved in <arg2> from <arg3> place to <arg4> place	Transporter	evt121arg01transporter	"per, org, gpe, sid"	Vehicle	evt121arg02vehicle	veh	Origin	evt121arg03origin	"loc, gpe, fac"	Destination	evt121arg04destination	"loc, gpe, fac"				OWG_evt_038	MovementEvent	Movement	SelfMotion	THEME			DESTINATION	
LDC_evt_122	Movement	movement	TransportPerson	transportperson	SmuggleExtract	smuggleextract	The smuggling or extracting of a person from a place by an agent	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt122arg01transporter	"per, org, gpe, sid"	Passenger	evt122arg02passenger	per	Vehicle	evt122arg03vehicle	veh	Origin	evt122arg04origin	"loc, gpe, fac"	Destination	evt122arg05destination	"loc, gpe, fac"	OWG_evt_045	MovementEvent	Movement	Smuggle/Extract	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_123	Personnel	personnel	Elect	elect	n/a	unspecified	An election event for a person to begin a new elected position	<arg1> elected <arg2> in <arg3> place	Voter	evt123arg01voter	"per, sid"	Candidate	evt123arg02candidate	per	Place	evt123arg03place	"loc, gpe, fac"							OWG_evt_093	SocialEvent	PublicVotingEvent	n/a	VOTER	CANDIDATE	PLACE	owg has additional roles not in annotation template	
LDC_evt_124	Personnel	personnel	Elect	elect	WinElection	winelection	The winning of an election by a candidate person	<arg1> elected <arg2> in <arg3> place	Voter	evt124arg01voter	"per, sid"	Candidate	evt124arg02candidate	per	Place	evt124arg03place	"loc, gpe, fac"							OWG_evt_096	SocialEvent	PublicVotingEvent	Win_Election	VOTER	CANDIDATE	PLACE	owg has additional roles not in annotation template	
LDC_evt_125	Personnel	personnel	EndPosition	endposition	n/a	unspecified	A person stopping working in a position	<arg1> stopped working at <arg2> in <arg3> place	Employee	evt125arg01employee	per	PlaceOfEmployment	evt125arg02placeofemployment	"gpe, org"	Place	evt125arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_126	Personnel	personnel	EndPosition	endposition	FiringLayoff	firinglayoff	The firing or laying off of a person who stops working for an organization or GPE	<arg1> stopped working at <arg2> in <arg3> place	Employee	evt126arg01employee	per	PlaceOfEmployment	evt126arg02placeofemployment	"gpe, org"	Place	evt126arg03place	"loc, gpe, fac"							OWG_evt_161	SocialEvent	Start/End_Directed_SocialRelations	FiringLayoff	EMPLOYEE	EMPLOYER	PLACE	owg has additional roles not in annotation template	
LDC_evt_127	Personnel	personnel	EndPosition	endposition	QuitRetire	quitretire	The retirement or quitting of a person who stops working for an organization or GPE	<arg1> stopped working at <arg2> in <arg3> place	Employee	evt127arg01employee	per	PlaceOfEmployment	evt127arg02placeofemployment	"gpe, org"	Place	evt127arg03place	"loc, gpe, fac"							OWG_evt_162	SocialEvent	Start/End_Directed_SocialRelations	QuitRetire	EMPLOYEE	EMPLOYER	PLACE	owg has additional roles not in annotation template	
LDC_evt_128	Personnel	personnel	StartPosition	startposition	n/a	unspecified	A person starting working in a position	<arg1> started working at <arg2> in <arg3> place	Employee	evt128arg01employee	per	PlaceOfEmployment	evt128arg02placeofemployment	"gpe, org"	Place	evt128arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_129	Personnel	personnel	StartPosition	startposition	Hiring	hiring	The hiring of a person who starts working for an organization or GPE	<arg1> started working at <arg2> in <arg3> place	Employee	evt129arg01employee	per	PlaceOfEmployment	evt129arg02placeofemployment	"gpe, org"	Place	evt129arg03place	"loc, gpe, fac"							OWG_evt_165	SocialEvent	Start/End_Directed_SocialRelations	Hiring	EMPLOYEE	EMPLOYER	PLACE	owg has additional roles not in annotation template	
LDC_evt_130	Transaction	transaction	Transaction	transaction	n/a	unspecified	"A transaction transferring money, ownership, or control of territory, where the context does not distinguish the nature of the transaction"	A transaction occurred between <arg1> and <arg2> for the benefit of <arg3> at <arg4> place	Participant	evt130arg01participant	"per, org, gpe, sid"	Participant	evt130arg02participant	"per, org, gpe, sid"	Beneficiary	evt130arg03beneficiary	"per, org, gpe, sid"	Place	evt130arg04place	"loc, gpe, fac"				OWG_evt_139	SocialEvent	TransactionEvent	n/a	mismatch between template and owg slots				
LDC_evt_131	Transaction	transaction	Transaction	transaction	EmbargoSanction	embargosanction	"The stopping or restricting, as a form of protest or punishment, of commercial or other material exchange of something  where it is not clear from the context whether it is money or an asset or a commodity"	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt131arg01preventer	"per, org, gpe, sid"	Giver	evt131arg02giver	"per, org, gpe, sid"	Recipient	evt131arg03recipient	"per, org, gpe, sid"	ArtifactMoney	evt131arg04artifactmoney	"com, fac, mon, veh, wea"	Place	evt131arg05place	"loc, gpe, fac"	OWG_evt_023	ControlEvent	Prevent_Action	Embargo/Sanction	mismatch between template and owg slots				
LDC_evt_132	Transaction	transaction	Transaction	transaction	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material aid where it is not clear from the context whether it is money or an asset or commodity	<arg1> gave something to <arg2> for the benefit of <arg3> at <arg4> place	Giver	evt132arg01giver	"per, org, gpe, sid"	Recipient	evt132arg02recipient	"per, org, gpe, sid"	Beneficiary	evt132arg03beneficiary	"per, org, gpe, sid"	Place	evt132arg04place	"loc, gpe, fac"				OWG_evt_143	SocialEvent	TransactionEvent	Gift/Grant/Provide_Aid	DONOR	RECIPIENT		PLACE	owg has additional roles not in annotation template
LDC_evt_133	Transaction	transaction	TransferMoney	transfermoney	n/a	unspecified	"A transaction transferring money, where the context does not distinguish the nature of the transaction"	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt133arg01giver	"per, org, gpe, sid"	Recipient	evt133arg02recipient	"per, org, gpe, sid"	Beneficiary	evt133arg03beneficiary	"per, org, gpe, sid"	Money	evt133arg04money	mon	Place	evt133arg05place	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_134	Transaction	transaction	TransferMoney	transfermoney	BorrowLend	borrowlend	The borrowing or lending or money	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt134arg01giver	"per, org, gpe, sid"	Recipient	evt134arg02recipient	"per, org, gpe, sid"	Beneficiary	evt134arg03beneficiary	"per, org, gpe, sid"	Money	evt134arg04money	mon	Place	evt134arg05place	"loc, gpe, fac"	OWG_evt_142	SocialEvent	TransactionEvent	Borrow/Lend	DONOR	RECIPIENT		PATIENT	PLACE
LDC_evt_135	Transaction	transaction	TransferMoney	transfermoney	EmbargoSanction	embargosanction	The stopping or restricting of the exchange of money as a form of protest or punishment	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt135arg01preventer	"per, org, gpe, sid"	Giver	evt135arg02giver	"per, org, gpe, sid"	Recipient	evt135arg03recipient	"per, org, gpe, sid"	Money	evt135arg04money	mon	Place	evt135arg05place	"loc, gpe, fac"	OWG_evt_023	ControlEvent	Prevent_Action	Embargo/Sanction	mismatch between template and owg slots				
LDC_evt_136	Transaction	transaction	TransferMoney	transfermoney	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material monetary aid	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt136arg01giver	"per, org, gpe, sid"	Recipient	evt136arg02recipient	"per, org, gpe, sid"	Beneficiary	evt136arg03beneficiary	"per, org, gpe, sid"	Money	evt136arg04money	mon	Place	evt136arg05place	"loc, gpe, fac"	OWG_evt_143	SocialEvent	TransactionEvent	Gift/Grant/Provide_Aid	DONOR	RECIPIENT		PATIENT	PLACE
LDC_evt_137	Transaction	transaction	TransferMoney	transfermoney	PayForService	payforservice	The transfer of money to pay for a service	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt137arg01giver	"per, org, gpe, sid"	Recipient	evt137arg02recipient	"per, org, gpe, sid"	Beneficiary	evt137arg03beneficiary	"per, org, gpe, sid"	Money	evt137arg04money	mon	Place	evt137arg05place	"loc, gpe, fac"	OWG_evt_140	SocialEvent	TransactionEvent	PayForService	DONOR	RECIPIENT		PATIENT	PLACE
LDC_evt_138	Transaction	transaction	TransferMoney	transfermoney	Purchase	purchase	"The transfer of money to purchase an artifact, asset, or commodity"	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt138arg01giver	"per, org, gpe, sid"	Recipient	evt138arg02recipient	"per, org, gpe, sid"	Beneficiary	evt138arg03beneficiary	"per, org, gpe, sid"	Money	evt138arg04money	mon	Place	evt138arg05place	"loc, gpe, fac"	OWG_evt_148	SocialEvent	TransactionEvent	Purchase	DONOR	RECIPIENT		ASSET	PLACE
LDC_evt_139	Transaction	transaction	TransferOwnership	transferownership	n/a	unspecified	"A transaction transferring ownership, where the context does not distinguish the nature of the transaction"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt139arg01giver	"per, org, gpe, sid"	Recipient	evt139arg02recipient	"per, org, gpe, sid"	Beneficiary	evt139arg03beneficiary	"per, org, gpe, sid"	Artifact	evt139arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt139arg05place	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_140	Transaction	transaction	TransferOwnership	transferownership	BorrowLend	borrowlend	"The borrowing or lending or artifacts, assets, or commodities"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt140arg01giver	"per, org, gpe, sid"	Recipient	evt140arg02recipient	"per, org, gpe, sid"	Beneficiary	evt140arg03beneficiary	"per, org, gpe, sid"	Artifact	evt140arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt140arg05place	"loc, gpe, fac"	OWG_evt_142	SocialEvent	TransactionEvent	Borrow/Lend	DONOR	RECIPIENT		PATIENT	PLACE
LDC_evt_141	Transaction	transaction	TransferOwnership	transferownership	EmbargoSanction	embargosanction	The stopping or restricting of commercial or other material exchange of an asset or a commodity as a form of protest or punishment	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt141arg01preventer	"per, org, gpe, sid"	Giver	evt141arg02giver	"per, org, gpe, sid"	Recipient	evt141arg03recipient	"per, org, gpe, sid"	Artifact	evt141arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt141arg05place	"loc, gpe, fac"	OWG_evt_023	ControlEvent	Prevent_Action	Embargo/Sanction	mismatch between template and owg slots				
LDC_evt_142	Transaction	transaction	TransferOwnership	transferownership	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material aid in the form of assets or commodities	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt142arg01giver	"per, org, gpe, sid"	Recipient	evt142arg02recipient	"per, org, gpe, sid"	Beneficiary	evt142arg03beneficiary	"per, org, gpe, sid"	Artifact	evt142arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt142arg05place	"loc, gpe, fac"	OWG_evt_143	SocialEvent	TransactionEvent	Gift/Grant/Provide_Aid	DONOR	RECIPIENT		PATIENT	PLACE
LDC_evt_143	Transaction	transaction	TransferOwnership	transferownership	Purchase	purchase	"The transfer of ownership of an artifact, asset, or commodity in exchange for money"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt143arg01giver	"per, org, gpe, sid"	Recipient	evt143arg02recipient	"per, org, gpe, sid"	Beneficiary	evt143arg03beneficiary	"per, org, gpe, sid"	Artifact	evt143arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt143arg05place	"loc, gpe, fac"	OWG_evt_148	SocialEvent	TransactionEvent	Purchase	DONOR	RECIPIENT		ASSET	PLACE
LDC_evt_144	Transaction	transaction	Transaction	transaction	TransferControl	transfercontrol	" The transferring of control of GPE, LOC, and potentially FAC when TransferOwnership or TransferMoney do not apply (for example, when ownership is either not known or not applicable), which will often apply to territory changing hands"	<arg1> transferred control of <arg4> to <arg2> for the benefit of <arg3> in <arg5> place	Giver	evt144arg01giver	"per, org, gpe, sid"	Recipient	evt144arg02recipient	"per, org, gpe, sid"	Beneficiary	evt144arg03beneficiary	"per, org, gpe, sid"	TerritoryOrFacility	evt144arg04territoryorfacility	"loc, gpe, fac"	Place	evt144arg05place	"loc, gpe, fac"	OWG_evt_144	SocialEvent	TransactionEvent	TransferControl	DONOR	RECIPIENT		PATIENT	PLACE
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_001	MakeUndoEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_005	MakeUndoEvent	BreakUndo	Dismantle					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_010	MakeUndoEvent	BuildCreate	Process/Improve					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_011	MakeUndoEvent	Birth/Cure	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_012	MakeUndoEvent	Birth/Cure	Giving_birth					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_013	MakeUndoEvent	Birth/Cure	Recover/ReceiveAid					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_019	MakeUndoEvent	Death/Injury	Illness/Degradation_Sickness					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_021	ControlEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_022	ControlEvent	Prevent_Action	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_024	ControlEvent	Prevent_Action	Censor					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_026	ControlEvent	Prevent_Action	Outlaw					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_028	ControlEvent	Prevent_Exit	ArrestJailDetain					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_029	ControlEvent	Prevent_Exit	ExtralegalCapture					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_030	ControlEvent	Enable_Action	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_031	ControlEvent	Enable_Action	Legalize					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_033	ControlEvent	Enable_Exit	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_034	ControlEvent	Enable_Exit	Release/Parole					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_035	ControlEvent	Enable_Exit	Free					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_036	MovementEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_042	MovementEvent	Movement	VerticalMotion_Climb/Lift					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_046	MovementEvent	Movement	Traffic_person					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_047	MovementEvent	Movement	Ride/OperateVehicle					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_048	MovementEvent	Movement	Arrive					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_049	MovementEvent	Movement	Depart					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_050	MovementEvent	Movement	Visit/AttendEvent					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_051	MovementEvent	Movement	Traverse					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_052	MovementEvent	Movement	Lead/Accompany/Chase/Follow					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_053	MovementEvent	Movement	Colonize/Migrate					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_054	MovementEvent	Movement	Deport					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_058	ConflictEvent	PhysicalConflict	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_059	ConflictEvent	PhysicalConflict	GenericFight					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_061	ConflictEvent	PhysicalConflict	GenericAttack					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_066	ConflictEvent	PhysicalConflict	Massacre/Genocide					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_067	ConflictEvent	PhysicalConflict	Injure/Torture/Beat/Rape					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_068	ConflictEvent	PhysicalConflict	Kill					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_069	ConflictEvent	PhysicalConflict	Downing					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_070	ConflictEvent	PhysicalConflict	Suicide					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_071	ConflictEvent	PhysicalConflict	GeneralCrime					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_072	ConflictEvent	NonPhysicalConflict	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_073	ConflictEvent	NonPhysicalConflict	CyberAttack_General					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_074	ConflictEvent	NonPhysicalConflict	CyberAttack_InformationExtraction					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_075	ConflictEvent	NonPhysicalConflict	VerbalFight					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_076	ConflictEvent	PoliticalConflict	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_077	ConflictEvent	PoliticalConflict	Terrorism					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_078	ConflictEvent	PoliticalConflict	AttemptRebellion					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_079	ConflictEvent	PoliticalConflict	Coup					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_080	ConflictEvent	PoliticalConflict	CivilUnrest					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_082	ConflictEvent	PoliticalConflict	Economic_Political_Actions/Boycott					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_083	ConflictEvent	ViolentChangeOfPossession	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_084	ConflictEvent	ViolentChangeOfPossession	Kidnap/TakeHostages					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_086	DisasterEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_087	DisasterEvent	Disaster	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_088	DisasterEvent	Disaster	AcuteNaturalDisaster					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_090	DisasterEvent	Disaster	Famine/Plague					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_092	SocialEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_094	SocialEvent	PublicVotingEvent	Hold_Election					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_095	SocialEvent	PublicVotingEvent	Nominate					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_097	SocialEvent	PublicVotingEvent	Lose_Election					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_099	SocialEvent	LegislationAndContracts	EnactByBallot					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_103	SocialEvent	LegislationAndContracts	Nonlegal_agreement					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_104	SocialEvent	CommunicateEvent	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_109	SocialEvent	CommunicateEvent	Question/Interrogate					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_112	SocialEvent	CommunicateEvent	Correspond					
