document_id	document_element_or_keyframe_id	modality	region	type
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Contact.MediaStatement
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	GPE.UrbanArea.City
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Government.Convene.Convene
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	ORG.MilitaryOrganization
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	PER
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	PER.Politician.HeadOfGovernment
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	SID.Political.Opposition
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Conflict.Attack
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Conflict.Coup.Coup
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Contact.MediaStatement
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	Government.Convene.Convene
KC003A59I	KC003A59K	video	(1392.8,0)-(1526.52,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Conflict.Attack
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Conflict.Coup.Coup
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Contact.MediaStatement
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	Government.Convene.Convene
KC003A59I	KC003A59K	video	(240.8,0)-(312.88,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Conflict.Attack
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Conflict.Coup.Coup
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Contact.MediaStatement
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	Government.Convene.Convene
KC003A59I	KC003A59K	video	(302.48,0)-(384.2,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Conflict.Attack
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Conflict.Coup.Coup
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Contact.MediaStatement
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	Government.Convene.Convene
KC003A59I	KC003A59K	video	(4.04,0)-(106.68,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Conflict.Attack
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Conflict.Coup.Coup
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Contact.MediaStatement
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	Government.Convene.Convene
KC003A59I	KC003A59K	video	(90.88,0)-(257.24,0)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_2	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_3	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_4	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_5	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_6	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_7	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_8	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_9	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_10	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_11	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_12	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_13	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_14	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_15	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_16	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_17	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_18	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_19	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_20	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_21	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_22	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_23	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_24	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_25	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_26	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_27	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_28	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_29	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_30	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_31	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_32	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_33	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_34	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_35	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_36	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_37	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_38	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_39	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_40	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_41	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_42	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_43	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_44	video	(0,0)-(720,405)	SID.Political.Opposition
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	GPE.UrbanArea.City
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	ORG.MilitaryOrganization
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	PER
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59K_45	video	(0,0)-(720,405)	SID.Political.Opposition
