AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	Template	arg1 label	Output value for arg1	arg1 type constraints	arg2 label	Output value for arg2	arg2 type constraints	arg3 label	Output value for arg3	arg3 type constraints	arg4 label	Output value for arg4	arg4 type constraints	arg5 label	Output value for arg5	arg5 type constraints			
LDC_evt_131	Transaction	transaction	Transaction	transaction	EmbargoSanction	embargosanction	"The stopping or restricting, as a form of protest or punishment, of commercial or other material exchange of something  where it is not clear from the context whether it is money or an asset or a commodity"	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt131arg01preventer	"per, org, gpe, sid"	Giver	evt131arg02giver	"per, org, gpe, sid"	Recipient	evt131arg03recipient	"per, org, gpe, sid"	ArtifactMoney	evt131arg04artifactmoney	"com, fac, mon, veh, wea"	Place	evt131arg05place	"loc, gpe, fac"			
LDC_evt_132	Transaction	transaction	Transaction	transaction	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material aid where it is not clear from the context whether it is money or an asset or commodity	<arg1> gave something to <arg2> for the benefit of <arg3> at <arg4> place	Giver	evt132arg01giver	"per, org, gpe, sid"	Recipient	evt132arg02recipient	"per, org, gpe, sid"	Beneficiary	evt132arg03beneficiary	"per, org, gpe, sid"	Place	evt132arg04place	"loc, gpe, fac"						
LDC_evt_133	Transaction	transaction	TransferMoney	transfermoney	n/a	unspecified	"A transaction transferring money, where the context does not distinguish the nature of the transaction"	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt133arg01giver	"per, org, gpe, sid"	Recipient	evt133arg02recipient	"per, org, gpe, sid"	Beneficiary	evt133arg03beneficiary	"per, org, gpe, sid"	Money	evt133arg04money	mon	Place	evt133arg05place	"loc, gpe, fac"			
LDC_evt_134	Transaction	transaction	TransferMoney	transfermoney	BorrowLend	borrowlend	The borrowing or lending or money	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt134arg01giver	"per, org, gpe, sid"	Recipient	evt134arg02recipient	"per, org, gpe, sid"	Beneficiary	evt134arg03beneficiary	"per, org, gpe, sid"	Money	evt134arg04money	mon	Place	evt134arg05place	"loc, gpe, fac"			
LDC_evt_135	Transaction	transaction	TransferMoney	transfermoney	EmbargoSanction	embargosanction	The stopping or restricting of the exchange of money as a form of protest or punishment	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt135arg01preventer	"per, org, gpe, sid"	Giver	evt135arg02giver	"per, org, gpe, sid"	Recipient	evt135arg03recipient	"per, org, gpe, sid"	Money	evt135arg04money	mon	Place	evt135arg05place	"loc, gpe, fac"			
LDC_evt_136	Transaction	transaction	TransferMoney	transfermoney	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material monetary aid	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt136arg01giver	"per, org, gpe, sid"	Recipient	evt136arg02recipient	"per, org, gpe, sid"	Beneficiary	evt136arg03beneficiary	"per, org, gpe, sid"	Money	evt136arg04money	mon	Place	evt136arg05place	"loc, gpe, fac"			
LDC_evt_137	Transaction	transaction	TransferMoney	transfermoney	PayForService	payforservice	The transfer of money to pay for a service	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt137arg01giver	"per, org, gpe, sid"	Recipient	evt137arg02recipient	"per, org, gpe, sid"	Beneficiary	evt137arg03beneficiary	"per, org, gpe, sid"	Money	evt137arg04money	mon	Place	evt137arg05place	"loc, gpe, fac"			
LDC_evt_138	Transaction	transaction	TransferMoney	transfermoney	Purchase	purchase	"The transfer of money to purchase an artifact, asset, or commodity"	<arg1> gave <arg4> money to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt138arg01giver	"per, org, gpe, sid"	Recipient	evt138arg02recipient	"per, org, gpe, sid"	Beneficiary	evt138arg03beneficiary	"per, org, gpe, sid"	Money	evt138arg04money	mon	Place	evt138arg05place	"loc, gpe, fac"			
LDC_evt_139	Transaction	transaction	TransferOwnership	transferownership	n/a	unspecified	"A transaction transferring ownership, where the context does not distinguish the nature of the transaction"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt139arg01giver	"per, org, gpe, sid"	Recipient	evt139arg02recipient	"per, org, gpe, sid"	Beneficiary	evt139arg03beneficiary	"per, org, gpe, sid"	Artifact	evt139arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt139arg05place	"loc, gpe, fac"			
LDC_evt_140	Transaction	transaction	TransferOwnership	transferownership	BorrowLend	borrowlend	"The borrowing or lending or artifacts, assets, or commodities"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt140arg01giver	"per, org, gpe, sid"	Recipient	evt140arg02recipient	"per, org, gpe, sid"	Beneficiary	evt140arg03beneficiary	"per, org, gpe, sid"	Artifact	evt140arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt140arg05place	"loc, gpe, fac"			
LDC_evt_141	Transaction	transaction	TransferOwnership	transferownership	EmbargoSanction	embargosanction	The stopping or restricting of commercial or other material exchange of an asset or a commodity as a form of protest or punishment	<arg1> prevented <arg2> from giving <arg4> to <arg3> at <arg5> place	Preventer	evt141arg01preventer	"per, org, gpe, sid"	Giver	evt141arg02giver	"per, org, gpe, sid"	Recipient	evt141arg03recipient	"per, org, gpe, sid"	Artifact	evt141arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt141arg05place	"loc, gpe, fac"			
LDC_evt_142	Transaction	transaction	TransferOwnership	transferownership	GiftGrantProvideAid	giftgrantprovideaid	The provision or extension of material aid in the form of assets or commodities	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt142arg01giver	"per, org, gpe, sid"	Recipient	evt142arg02recipient	"per, org, gpe, sid"	Beneficiary	evt142arg03beneficiary	"per, org, gpe, sid"	Artifact	evt142arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt142arg05place	"loc, gpe, fac"			
LDC_evt_143	Transaction	transaction	TransferOwnership	transferownership	Purchase	purchase	"The transfer of ownership of an artifact, asset, or commodity in exchange for money"	<arg1> gave <arg4> to <arg2> for the benefit of <arg3> at <arg5> place	Giver	evt143arg01giver	"per, org, gpe, sid"	Recipient	evt143arg02recipient	"per, org, gpe, sid"	Beneficiary	evt143arg03beneficiary	"per, org, gpe, sid"	Artifact	evt143arg04artifact	"bal, com, fac, veh, wea, org"	Place	evt143arg05place	"loc, gpe, fac"			
LDC_evt_144	Transaction	transaction	Transaction	transaction	TransferControl	transfercontrol	" The transferring of control of GPE, LOC, and potentially FAC when TransferOwnership or TransferMoney do not apply (for example, when ownership is either not known or not applicable), which will often apply to territory changing hands"	<arg1> transferred control of <arg4> to <arg2> for the benefit of <arg3> in <arg5> place	Giver	evt144arg01giver	"per, org, gpe, sid"	Recipient	evt144arg02recipient	"per, org, gpe, sid"	Beneficiary	evt144arg03beneficiary	"per, org, gpe, sid"	TerritoryOrFacility	evt144arg04territoryorfacility	"loc, gpe, fac"	Place	evt144arg05place	"loc, gpe, fac"			
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
