type	docid	doceid	spans
PER.Police	KC003A6NA	KC003ADT2	(3199,0)-(3208,0)
PER.Police	KC003A6NA	KC003ADT2	(3333,0)-(3348,0)
PER.Politician	IC001V8WF	IC001VBI8	(599,0)-(610,0)
PER.Politician	IC001V8WF	IC001VBI8	(613,0)-(681,0)
PER.Politician	IC001V8WF	IC001VBI8	(688,0)-(715,0)
PER.Politician	IC001V8WF	IC001VBI8	(756,0)-(769,0)
PER.Politician	IC001V8WF	IC001VBI8	(823,0)-(834,0)
PER.Politician	IC001V8WF	IC001VBI8	(865,0)-(867,0)
PER.Politician	IC001V8WF	IC001VBI8	(885,0)-(911,0)
PER.Politician	KC003A6NA	KC003ADT2	(4253,0)-(4258,0)
PER.Politician	KC003A6NA	KC003ADT2	(4850,0)-(4867,0)
PER.Politician	KC003A7RG	KC003ADVE	(3698,0)-(3708,0)
PER.Politician	KC003A7RG	KC003ADVE	(3751,0)-(3758,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(135,0)-(148,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(1359,0)-(1364,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(1444,0)-(1463,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(1539,0)-(1540,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(211,0)-(212,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(2171,0)-(2183,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(2196,0)-(2216,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(251,0)-(256,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(293,0)-(306,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(394,0)-(396,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(489,0)-(494,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(587,0)-(592,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(722,0)-(723,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(871,0)-(876,0)
PER.Politician.HeadOfGovernment	IC001V8WF	IC001VBI8	(954,0)-(959,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1059,0)-(1064,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1067,0)-(1069,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1101,0)-(1102,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1273,0)-(1285,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1340,0)-(1342,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(1507,0)-(1512,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(215,0)-(228,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(2236,0)-(2241,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3047,0)-(3052,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3103,0)-(3104,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3176,0)-(3181,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3188,0)-(3189,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3259,0)-(3261,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3288,0)-(3290,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3425,0)-(3430,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3541,0)-(3558,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3623,0)-(3628,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3665,0)-(3670,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3673,0)-(3675,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3712,0)-(3714,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3762,0)-(3773,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(3819,0)-(3823,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(4605,0)-(4617,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(509,0)-(514,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(541,0)-(543,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(582,0)-(583,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(616,0)-(618,0)
PER.Politician.HeadOfGovernment	IC001V9U9	IC001VBJM	(734,0)-(739,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(113,0)-(126,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(141,0)-(154,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(160,0)-(162,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(237,0)-(256,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(2532,0)-(2540,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(2544,0)-(2546,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(403,0)-(404,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(469,0)-(471,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(618,0)-(626,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(752,0)-(753,0)
PER.Politician.HeadOfGovernment	IC001VAPK	IC001VBFN	(818,0)-(835,0)
PER.Politician.HeadOfGovernment	IC001VCIQ	IC001VCIS_14	(175,14)-(479,335)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(1738,0)-(1740,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(179,0)-(192,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(1795,0)-(1797,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(1799,0)-(1801,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2116,0)-(2121,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2177,0)-(2178,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2224,0)-(2225,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2337,0)-(2342,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2368,0)-(2369,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(2594,0)-(2599,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(285,0)-(290,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(368,0)-(370,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(420,0)-(421,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(456,0)-(484,0)
PER.Politician.HeadOfGovernment	IC001VGO2	IC001VGWW	(487,0)-(504,0)
PER.Politician.HeadOfGovernment	JC002YCXK	JC002YEOG	(517,0)-(530,0)
PER.Politician.HeadOfGovernment	JC002YD6G	JC002YD6I	(553,0)-(566,0)
PER.Politician.HeadOfGovernment	JC002YF02	JC002YF53	(4271,0)-(4279,0)
PER.Politician.HeadOfGovernment	JC002YF02	JC002YF53	(4271,0)-(4286,0)
PER.Politician.HeadOfGovernment	JC002YF02	JC002YF53	(4378,0)-(4378,0)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_328	(293,92)-(480,268)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_328	(327,266)-(400,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_329	(205,17)-(592,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_329	(326,265)-(401,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_330	(237,264)-(326,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_330	(286,305)-(328,317)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_330	(302,90)-(475,262)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_331	(131,304)-(170,320)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_331	(209,11)-(589,335)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_331	(236,265)-(327,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_332	(237,267)-(327,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_332	(276,88)-(481,262)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_333	(200,10)-(589,333)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_333	(325,266)-(399,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_334	(137,285)-(147,297)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_334	(239,266)-(327,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_334	(89,144)-(269,330)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_335	(130,267)-(308,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_335	(133,286)-(290,302)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_335	(161,9)-(588,335)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_336	(133,284)-(149,300)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_336	(237,265)-(324,286)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_336	(260,89)-(478,266)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_337	(131,284)-(149,300)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_337	(200,4)-(589,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_337	(236,266)-(326,286)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_338	(277,82)-(477,263)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_338	(286,302)-(329,317)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_338	(326,266)-(398,283)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_339	(197,4)-(589,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_339	(238,265)-(328,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_339	(349,284)-(442,298)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_340	(235,266)-(325,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_340	(274,88)-(479,261)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_340	(349,287)-(444,300)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_341	(207,12)-(586,330)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_341	(238,265)-(326,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_341	(348,282)-(444,299)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_342	(238,263)-(327,286)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_342	(349,286)-(442,299)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_342	(85,144)-(272,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_343	(239,265)-(326,284)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_343	(267,91)-(483,268)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_343	(348,285)-(443,303)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_344	(203,11)-(588,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_344	(325,265)-(402,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_345	(278,79)-(483,266)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_345	(325,267)-(397,285)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_346	(216,8)-(588,334)
PER.Politician.HeadOfGovernment	KC003A59I	KC003A59K_346	(327,266)-(401,284)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(1058,0)-(1066,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(1632,0)-(1648,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(1638,0)-(1648,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(1791,0)-(1795,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(320,0)-(339,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(85,0)-(102,0)
PER.ProfessionalPosition	IC001V8WF	IC001VBI8	(914,0)-(927,0)
PER.ProfessionalPosition	IC001V9U9	IC001VBJM	(231,0)-(239,0)
PER.ProfessionalPosition	IC001V9U9	IC001VBJM	(3239,0)-(3248,0)
PER.ProfessionalPosition	IC001V9U9	IC001VBJM	(3853,0)-(3863,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(1191,0)-(1192,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(1312,0)-(1313,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(1429,0)-(1435,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(1989,0)-(2006,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(2014,0)-(2015,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(2075,0)-(2091,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(232,0)-(261,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(587,0)-(600,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(616,0)-(622,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(860,0)-(866,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(873,0)-(874,0)
PER.ProfessionalPosition	IC001VGO2	IC001VGWW	(993,0)-(999,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2350,0)-(2391,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2394,0)-(2410,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2413,0)-(2432,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2449,0)-(2451,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2485,0)-(2495,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2533,0)-(2542,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(2596,0)-(2598,0)
PER.ProfessionalPosition	KC003A6NA	KC003ADT2	(4928,0)-(4945,0)
PER.ProfessionalPosition	KC003A7RG	KC003ADVE	(3683,0)-(3707,0)
PER.ProfessionalPosition	KC003A7RG	KC003ADVE	(3947,0)-(3956,0)
PER.ProfessionalPosition.Journalist	IC001VCIQ	IC001VCIS_13	(104,0)-(419,169)
PER.ProfessionalPosition.Journalist	IC001VCIQ	IC001VCIS_13	(464,2)-(561,231)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_328	(101,3)-(346,336)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_330	(64,5)-(335,333)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_332	(67,5)-(297,336)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_334	(342,151)-(502,336)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_336	(35,6)-(275,334)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_338	(73,6)-(284,335)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_340	(3,6)-(263,331)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_342	(347,146)-(498,336)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_343	(2,5)-(259,335)
PER.ProfessionalPosition.Journalist	KC003A59I	KC003A59K_345	(16,4)-(281,331)
PER.ProfessionalPosition.Journalist	KC003A6NA	KC003ADT2	(5093,0)-(5101,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(1793,0)-(1807,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(1810,0)-(1835,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(2456,0)-(2464,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(2671,0)-(2679,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(288,0)-(294,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(390,0)-(404,0)
PER.ProfessionalPosition.MedicalPersonnel	JC002YCXK	JC002YEOG	(407,0)-(447,0)
PER.ProfessionalPosition.Minister	IC001V8WF	IC001VBI8	(1697,0)-(1715,0)
PER.ProfessionalPosition.Minister	IC001V8WF	IC001VBI8	(1807,0)-(1813,0)
PER.ProfessionalPosition.Minister	IC001V8WF	IC001VBI8	(1983,0)-(1984,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1218,0)-(1231,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1345,0)-(1346,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1554,0)-(1560,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1618,0)-(1624,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1701,0)-(1707,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(1769,0)-(1770,0)
PER.ProfessionalPosition.Minister	IC001V9U9	IC001VBJM	(2084,0)-(2105,0)
PER.ProfessionalPosition.Minister	JC002YF02	JC002YF53	(2566,0)-(2572,0)
PER.ProfessionalPosition.Minister	JC002YF02	JC002YF53	(2566,0)-(2600,0)
PER.ProfessionalPosition.Minister	JC002YF02	JC002YF53	(2590,0)-(2600,0)
PER.Protester	IC001V9U9	IC001VBJM	(1829,0)-(1831,0)
PER.Protester	IC001VAPK	IC001VBFN	(980,0)-(986,0)
PER.Protester	KC003A6NA	KC003ADT2	(3091,0)-(3100,0)
PER.Protester	KC003A6NA	KC003ADT2	(3214,0)-(3226,0)
PersonalSocial.Role.ProfessionalRole	JC002YF02	JC002YF53	(2566,0)-(2588,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(1456,0)-(1459,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(1491,0)-(1494,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(1833,0)-(1841,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(2042,0)-(2043,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(2517,0)-(2520,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(2666,0)-(2669,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(2701,0)-(2707,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(2829,0)-(2830,0)
Physical.LocatedNear	IC001V9U9	IC001VBJM	(417,0)-(418,0)
Physical.Resident.Resident	IC001VGO2	IC001VGWW	(2395,0)-(2400,0)
Physical.Resident.Resident	IC001VGO2	IC001VGWW	(2542,0)-(2545,0)
Physical.Resident.Resident	JC002YC48	JC002YEMH	(310,0)-(318,0)
Physical.Resident.Resident	JC002YC48	JC002YEMH	(361,0)-(361,0)
Physical.Resident.Resident	JC002YC48	JC002YEMH	(381,0)-(381,0)
RES.NumberPercentageVotes.NumberPercentageVotes	KC003A6NA	KC003ADT2	(4880,0)-(4924,0)
RES.TurnoutVoters.TurnoutVoters	KC003A6NA	KC003ADT2	(4809,0)-(4837,0)
RES.TurnoutVoters.TurnoutVoters	KC003A6NA	KC003ADT2	(5030,0)-(5068,0)
RES.TurnoutVoters.TurnoutVoters	KC003A7RG	KC003ADVE	(4115,0)-(4126,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001V8WF	IC001VBI8	(312,0)-(318,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001V8WF	IC001VBI8	(594,0)-(597,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001V8WF	IC001VBI8	(813,0)-(821,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001V8WF	IC001VBI8	(939,0)-(949,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001VAPK	IC001VBFN	(673,0)-(684,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001VGO2	IC001VGWW	(2227,0)-(2230,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001VGO2	IC001VGWW	(2376,0)-(2381,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001VGO2	IC001VGWW	(423,0)-(428,0)
ResponsibilityBlame.AssignBlame.AssignBlame	IC001VGO2	IC001VGWW	(527,0)-(533,0)
ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility	IC001V9U9	IC001VBJM	(4504,0)-(4510,0)
SID.Ideological.Ideological	IC001V9U9	IC001VBJM	(3437,0)-(3450,0)
SID.Ideological.Ideological	IC001VGO2	IC001VGWW	(2232,0)-(2265,0)
SID.Ideological.Ideological	IC001VGO2	IC001VGWW	(2293,0)-(2311,0)
SID.Political.Opposition	IC001V9U9	IC001VBJM	(371,0)-(380,0)
SID.Political.Opposition	IC001V9U9	IC001VBJM	(4106,0)-(4115,0)
SID.Political.Opposition	IC001V9U9	IC001VBJM	(4396,0)-(4410,0)
SID.Political.Opposition	IC001V9U9	IC001VBJM	(482,0)-(491,0)
SID.Political.Opposition	KC003A59I	KC003A59K_337	(263,286)-(336,299)
SID.Political.Opposition	KC003A6NA	KC003ADT2	(4850,0)-(4859,0)
TTL	JC002YF02	JC002YF53	(2566,0)-(2588,0)
TTL	JC002YF02	JC002YF53	(4109,0)-(4133,0)
VAL.Number.Number	IC001V8WF	IC001VBI8	(1732,0)-(1734,0)
VAL.Number.Number	IC001V8WF	IC001VBI8	(1829,0)-(1832,0)
VAL.Number.Number	IC001V8WF	IC001VBI8	(1884,0)-(1886,0)
VAL.Number.Number	IC001V8WF	IC001VBI8	(2140,0)-(2153,0)
VAL.Number.Number	IC001V8WF	IC001VBI8	(785,0)-(791,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1003,0)-(1003,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1015,0)-(1017,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(109,0)-(111,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1155,0)-(1158,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1234,0)-(1236,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1390,0)-(1392,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1480,0)-(1482,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1534,0)-(1541,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1578,0)-(1580,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(1666,0)-(1669,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(2433,0)-(2435,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(2590,0)-(2592,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(262,0)-(264,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(2836,0)-(2840,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(2877,0)-(2882,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(3199,0)-(3204,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(4568,0)-(4570,0)
VAL.Number.Number	IC001V9U9	IC001VBJM	(975,0)-(977,0)
VAL.Number.Number	IC001VAPK	IC001VBFN	(2303,0)-(2307,0)
VAL.Number.Number	IC001VAPK	IC001VBFN	(2876,0)-(2878,0)
VAL.Number.Number	IC001VAPK	IC001VBFN	(427,0)-(434,0)
VAL.Number.Number	IC001VAPK	IC001VBFN	(864,0)-(866,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1056,0)-(1057,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1201,0)-(1203,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1446,0)-(1451,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1534,0)-(1538,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1852,0)-(1857,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(1893,0)-(1897,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(2075,0)-(2079,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(2147,0)-(2163,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(2471,0)-(2474,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(319,0)-(325,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(88,0)-(90,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(926,0)-(928,0)
VAL.Number.Number	IC001VGO2	IC001VGWW	(964,0)-(964,0)
VAL.Number.Number	JC002YC48	JC002YEMH	(68,0)-(76,0)
VAL.Number.Number	JC002YC48	JC002YEMH	(74,0)-(76,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(1463,0)-(1466,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(1698,0)-(1700,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(176,0)-(181,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(1852,0)-(1877,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(2168,0)-(2170,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(2197,0)-(2201,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(240,0)-(244,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(635,0)-(637,0)
VAL.Number.Number	JC002YCXK	JC002YEOG	(646,0)-(650,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2620,0)-(2625,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2620,0)-(2633,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2802,0)-(2804,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2918,0)-(2939,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2924,0)-(2929,0)
VAL.Number.Number	JC002YF02	JC002YF53	(2933,0)-(2939,0)
VAL.Number.Number	JC002YF02	JC002YF53	(4026,0)-(4026,0)
VAL.Number.Number	JC002YF02	JC002YF53	(4026,0)-(4034,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(2415,0)-(2416,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(2724,0)-(2737,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(3149,0)-(3159,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(3275,0)-(3276,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(3282,0)-(3283,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(3398,0)-(3399,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(4809,0)-(4831,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(4880,0)-(4889,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(4973,0)-(4985,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(5030,0)-(5049,0)
VAL.Number.Number	KC003A6NA	KC003ADT2	(5275,0)-(5310,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(156,0)-(178,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(1827,0)-(1861,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(1864,0)-(1867,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(1957,0)-(1966,0)
